doi,oa_roadoi,oa_status,oa_match
10.1080/10428194.2017.1416364,bronze,bronze,TRUE
10.1080/10428194.2017.1421762,closed,closed,TRUE
10.1080/15548627.2017.1422850,green,bronze,FALSE
10.1080/15622975.2017.1375556,hybrid,hybrid,TRUE
10.1080/20477724.2018.1523778,green,green,TRUE
10.1083/jcb.201611194,gold,gold,TRUE
10.1085/jgp.201711880,gold,gold,TRUE
10.1089/jpm.2017.0595,closed,closed,TRUE
10.1093/annonc/mdy121,hybrid,hybrid,TRUE
10.1093/annonc/mdy217,bronze,bronze,TRUE
10.1093/bioinformatics/btx544,bronze,bronze,TRUE
10.1093/brain/awy232,green,bronze,FALSE
10.1093/brain/awy237,hybrid,hybrid,TRUE
10.1093/cercor/bhx028,green,bronze,FALSE
10.1093/ckj/sfx071,gold,gold,TRUE
10.1093/gbe/evy095,gold,gold,TRUE
10.1093/gerona/gly069,green,green,TRUE
10.1093/icvts/ivy056,green,bronze,FALSE
10.1093/jac/dky083,bronze,bronze,TRUE
10.1093/jac/dky184,hybrid,hybrid,TRUE
10.1093/jncics/pky023,gold,gold,TRUE
10.1093/nar/gky404,gold,gold,TRUE
10.1093/pcp/pcy132,bronze,bronze,TRUE
10.1094/mpmi-10-17-0253-r,bronze,hybrid,FALSE
10.1096/fj.201700309r,green,green,TRUE
10.1096/fj.201700494rr,closed,closed,TRUE
10.1097/dcr.0000000000001001,closed,closed,TRUE
10.1097/fjc.0000000000000600,closed,closed,TRUE
10.1097/ijg.0000000000001027,closed,closed,TRUE
10.1097/imi.0000000000000539,closed,closed,TRUE
10.1097/pep.0000000000000536,closed,closed,TRUE
10.1097/qad.0000000000002003,green,bronze,FALSE
10.1097/rli.0000000000000485,green,green,TRUE
10.1097/scs.0000000000004058,closed,closed,TRUE
10.1097/scs.0000000000004061,closed,closed,TRUE
10.1097/scs.0000000000004136,closed,closed,TRUE
10.1097/scs.0000000000004137,closed,closed,TRUE
10.1101/cshperspect.a029207,green,bronze,FALSE
10.1111/1755-0998.12729,green,green,TRUE
10.1111/acps.12905,closed,closed,TRUE
10.1111/and.12877,closed,closed,TRUE
10.1111/aos.13755,bronze,bronze,TRUE
10.1111/bju.14215,closed,closed,TRUE
10.1111/bju.14239,bronze,bronze,TRUE
10.1111/ced.13416,closed,closed,TRUE
10.1111/cen.13814,closed,closed,TRUE
10.1111/cns.12791,green,bronze,FALSE
10.1111/dmcn.13714,bronze,bronze,TRUE
10.1111/eip.12433,closed,closed,TRUE
10.1111/ejh.12998,closed,closed,TRUE
10.1111/epi.14579,hybrid,hybrid,TRUE
10.1111/gtc.12637,bronze,bronze,TRUE
10.1111/his.13375,closed,closed,TRUE
10.1111/hiv.12573,green,green,TRUE
10.1111/iju.13527,bronze,bronze,TRUE
10.1111/jnc.14546,bronze,bronze,TRUE
10.1111/joor.12662,closed,closed,TRUE
10.1111/mec.14838,hybrid,hybrid,TRUE
10.1111/myc.12696,closed,closed,TRUE
10.1111/myc.12777,hybrid,hybrid,TRUE
10.1111/ner.12556,closed,closed,TRUE
10.1111/scs.12574,hybrid,hybrid,TRUE
10.1111/sms.13196,closed,closed,TRUE
10.1111/tmi.13123,bronze,bronze,TRUE
10.1123/pes.2017-0072,closed,closed,TRUE
10.1126/scisignal.aao1716,green,bronze,FALSE
10.1128/aac.01194-17,green,bronze,FALSE
10.1136/annrheumdis-2017-211968,closed,closed,TRUE
10.1136/bmjopen-2018-024882,gold,gold,TRUE
10.1136/gutjnl-2016-312648,green,green,TRUE
10.1136/neurintsurg-2017-013448,hybrid,hybrid,TRUE
10.1155/2018/3576157,gold,gold,TRUE
10.1155/2018/6532320,gold,gold,TRUE
10.1158/0008-5472.can-17-1944,green,bronze,FALSE
10.1158/1078-0432.ccr-17-3001,bronze,bronze,TRUE
10.1158/1078-0432.ccr-17-3416,hybrid,hybrid,TRUE
10.1158/1078-0432.ccr-17-3761,bronze,bronze,TRUE
10.1158/2159-8290.cd-17-0987,green,bronze,FALSE
10.1158/2159-8290.cd-18-0229,green,bronze,FALSE
10.1159/000486813,gold,gold,TRUE
10.1159/000487717,green,green,TRUE
10.1159/000487884,closed,closed,TRUE
10.1159/000489999,closed,closed,TRUE
10.1159/000490424,closed,closed,TRUE
10.1159/000492397,closed,closed,TRUE
10.1159/000493146,green,green,TRUE
10.1159/000494738,closed,closed,TRUE
10.1159/000495560,green,green,TRUE
10.1161/atvbaha.118.311143,closed,closed,TRUE
10.1161/hypertensionaha.117.10224,hybrid,hybrid,TRUE
10.11613/bm.2018.030703,gold,gold,TRUE
10.1167/iovs.18-24287,gold,gold,TRUE
10.1172/jci93801,hybrid,hybrid,TRUE
10.1172/jci98688,green,bronze,FALSE
10.1177/0022146517749848,closed,closed,TRUE
10.1177/0284185117744227,closed,closed,TRUE
10.1177/0885328218793488,closed,closed,TRUE
10.1177/1352458517721354,green,green,TRUE
10.1177/1545968318812726,bronze,bronze,TRUE
10.1177/1559325818813066,gold,gold,TRUE
10.1177/1708538118789510,closed,closed,TRUE
10.1177/1753944718798345,green,bronze,FALSE
10.1177/1753944718801559,green,bronze,FALSE
10.1177/2047487318782379,closed,closed,TRUE
10.1182/blood-2017-09-806398,bronze,bronze,TRUE
10.1182/blood-2018-02-836437,bronze,bronze,TRUE
10.1182/blood-2018-06-855296,green,bronze,FALSE
10.1186/s12859-018-2157-7,gold,gold,TRUE
10.1186/s12864-018-4976-3,gold,gold,TRUE
10.1186/s12867-018-0103-x,hybrid,hybrid,TRUE
10.1186/s12877-018-0849-5,gold,gold,TRUE
10.1186/s12885-017-3866-4,gold,gold,TRUE
10.1186/s12885-018-4973-6,gold,gold,TRUE
10.1186/s12885-018-5151-6,gold,gold,TRUE
10.1186/s12888-018-1963-9,gold,gold,TRUE
10.1186/s12904-018-0283-7,gold,gold,TRUE
10.1186/s12920-018-0353-y,gold,gold,TRUE
10.1186/s12969-018-0224-2,gold,gold,TRUE
10.1186/s12969-018-0236-y,gold,gold,TRUE
10.1186/s12974-018-1261-y,gold,gold,TRUE
10.1186/s12987-018-0118-1,gold,gold,TRUE
10.1186/s13000-018-0696-x,gold,gold,TRUE
10.1186/s13002-018-0261-4,gold,gold,TRUE
10.1186/s13014-018-1066-2,gold,gold,TRUE
10.1186/s13046-018-0832-1,gold,gold,TRUE
10.1186/s13049-018-0499-9,gold,gold,TRUE
10.1186/s13063-018-2688-2,gold,gold,TRUE
10.1186/s13063-018-2747-8,gold,gold,TRUE
10.1186/s13075-018-1780-z,gold,gold,TRUE
10.1186/s13148-018-0447-6,gold,gold,TRUE
10.1186/s13613-018-0364-z,gold,gold,TRUE
10.1186/s40413-018-0194-3,gold,gold,TRUE
10.1186/s40560-018-0331-7,gold,gold,TRUE
10.1194/jlr.p086280,hybrid,hybrid,TRUE
10.1212/nxg.0000000000000210,gold,gold,TRUE
10.1213/ane.0000000000002625,closed,closed,TRUE
10.1242/dev.159418,green,bronze,FALSE
10.1242/dmm.033597,gold,gold,TRUE
10.1289/ehp2561,gold,gold,TRUE
10.13109/prkk.2018.67.3.274,closed,closed,TRUE
10.1371/journal.pgen.1007766,gold,gold,TRUE
10.1371/journal.pone.0193048,gold,gold,TRUE
10.1371/journal.pone.0194180,gold,gold,TRUE
10.1371/journal.pone.0194291,gold,gold,TRUE
10.1371/journal.pone.0197229,gold,gold,TRUE
10.1371/journal.pone.0202022,gold,gold,TRUE
10.1371/journal.pone.0202068,gold,gold,TRUE
10.1371/journal.pone.0204157,gold,gold,TRUE
10.1371/journal.pone.0205895,gold,gold,TRUE
10.1371/journal.pone.0205984,gold,gold,TRUE
10.1371/journal.ppat.1007063,gold,gold,TRUE
10.1387/ijdb.170312cm,green,bronze,FALSE
10.1515/jpem-2017-0282,closed,closed,TRUE
10.1523/eneuro.0128-18.2018,gold,gold,TRUE
10.15252/embr.201845856,green,green,TRUE
10.1530/ec-17-0358,gold,gold,TRUE
10.1681/asn.2017030270,green,bronze,FALSE
10.1681/asn.2018030245,green,bronze,FALSE
10.2106/jbjs.17.00836,closed,closed,TRUE
10.2147/cia.s178370,gold,gold,TRUE
10.2147/clep.s146484,gold,gold,TRUE
10.2147/ppa.s176067,gold,gold,TRUE
10.21873/anticanres.12413,closed,closed,TRUE
10.21873/anticanres.12642,closed,bronze,FALSE
10.21873/anticanres.12952,closed,bronze,FALSE
10.2967/jnumed.117.191338,bronze,bronze,TRUE
10.2967/jnumed.117.196709,green,bronze,FALSE
10.3174/ajnr.a5700,hybrid,hybrid,TRUE
10.3174/ajnr.a5872,hybrid,hybrid,TRUE
10.3233/jad-180106,green,green,TRUE
10.3233/rnn-180815,green,green,TRUE
10.3238/arztebl.2018.0463,green,green,TRUE
10.3238/arztebl.2018.0535,green,bronze,FALSE
10.3238/arztebl.2018.0541,green,green,TRUE
10.3238/arztebl.2018.0557,green,green,TRUE
10.3324/haematol.2018.190132,gold,gold,TRUE
10.3389/fimmu.2018.00708,gold,gold,TRUE
10.3389/fimmu.2018.01773,gold,gold,TRUE
10.3389/fnagi.2018.00407,gold,gold,TRUE
10.3389/fnbeh.2018.00131,gold,gold,TRUE
10.3389/fneur.2018.00792,gold,gold,TRUE
10.3389/fnhum.2018.00414,gold,gold,TRUE
10.3389/fnins.2018.00003,gold,gold,TRUE
10.3389/fnins.2018.00705,gold,gold,TRUE
10.3389/fphys.2018.00494,gold,gold,TRUE
10.3389/fpsyt.2018.00023,gold,gold,TRUE
10.3389/fpsyt.2018.00660,gold,gold,TRUE
10.3390/genes9070343,gold,gold,TRUE
10.3390/ijerph15020319,gold,gold,TRUE
10.3390/ijerph15092033,gold,gold,TRUE
10.3390/ijms19071960,gold,gold,TRUE
10.3390/ijms19113396,gold,gold,TRUE
10.3390/toxins10010029,gold,gold,TRUE
10.3892/mmr.2017.8196,bronze,bronze,TRUE
10.4049/jimmunol.1701229,green,bronze,FALSE
10.4049/jimmunol.1701791,bronze,bronze,TRUE
10.4088/jcp.17r11693,closed,closed,TRUE
10.4103/aja.aja_29_18,gold,gold,TRUE
10.7883/yoken.jjid.2017.482,gold,gold,TRUE
10.1002/1873-3468.13017,green,bronze,FALSE
10.1002/ana.25238,closed,closed,TRUE
10.1002/bjs.10792,closed,closed,TRUE
10.1002/cam4.1425,gold,gold,TRUE
10.1002/cbic.201700588,closed,closed,TRUE
10.1002/cbic.201700596,closed,closed,TRUE
10.1002/ccd.27252,closed,closed,TRUE
10.1002/ccd.27543,closed,closed,TRUE
10.1002/cncr.31234,bronze,bronze,TRUE
10.1002/cpt.1083,closed,closed,TRUE
10.1002/eat.22824,closed,closed,TRUE
10.1002/eji.201747138,bronze,bronze,TRUE
10.1002/hbm.24283,green,bronze,FALSE
10.1002/hep.29464,green,green,TRUE
10.1002/hep.29609,bronze,closed,FALSE
10.1002/hep.29812,closed,closed,TRUE
10.1002/hep.30088,hybrid,hybrid,TRUE
10.1002/hep4.1149,gold,gold,TRUE
10.1002/hep4.1254,gold,gold,TRUE
10.1002/jbm.a.36480,closed,closed,TRUE
10.1002/jcsm.12343,gold,gold,TRUE
10.1002/jmv.24942,closed,closed,TRUE
10.1002/lt.25308,closed,closed,TRUE
10.1002/mp.12777,closed,closed,TRUE
10.1002/mpr.1735,green,bronze,FALSE
10.1002/mrm.27064,closed,closed,TRUE
10.1002/nbm.3940,closed,closed,TRUE
10.1002/pbc.26999,closed,closed,TRUE
10.1002/pbc.27384,closed,closed,TRUE
10.1002/pds.4559,closed,closed,TRUE
10.1002/rcm.8067,closed,closed,TRUE
10.1007/s00018-017-2728-1,closed,closed,TRUE
10.1007/s00059-016-4527-0,closed,closed,TRUE
10.1007/s00062-017-0558-z,closed,closed,TRUE
10.1007/s00063-017-0369-7,bronze,bronze,TRUE
10.1007/s00103-018-2740-0,green,green,TRUE
10.1007/s00103-018-2751-x,closed,closed,TRUE
10.1007/s00103-018-2826-8,hybrid,hybrid,TRUE
10.1007/s00104-017-0573-2,closed,closed,TRUE
10.1007/s00104-018-0599-0,closed,closed,TRUE
10.1007/s00104-018-0607-4,closed,closed,TRUE
10.1007/s00104-018-0636-z,closed,closed,TRUE
10.1007/s00104-018-0653-y,closed,closed,TRUE
10.1007/s00105-017-4062-9,closed,closed,TRUE
10.1007/s00105-017-4071-8,closed,closed,TRUE
10.1007/s00105-018-4200-z,closed,closed,TRUE
10.1007/s00112-017-0253-9,closed,closed,TRUE
10.1007/s00115-018-0491-7,closed,closed,TRUE
10.1007/s00115-018-0585-2,closed,closed,TRUE
10.1007/s00120-018-0642-2,closed,closed,TRUE
10.1007/s00132-018-3548-1,closed,closed,TRUE
10.1007/s00132-018-3598-4,closed,closed,TRUE
10.1007/s00132-018-3619-3,closed,closed,TRUE
10.1007/s00132-018-3642-4,closed,closed,TRUE
10.1007/s00204-018-2194-z,closed,closed,TRUE
10.1007/s00213-018-4951-3,closed,closed,TRUE
10.1007/s00259-017-3881-3,closed,closed,TRUE
10.1007/s00259-018-3947-x,hybrid,hybrid,TRUE
10.1007/s00259-018-4061-9,closed,closed,TRUE
10.1007/s00259-018-4079-z,hybrid,hybrid,TRUE
10.1007/s00262-018-2134-z,closed,closed,TRUE
10.1007/s00264-018-3779-0,closed,closed,TRUE
10.1007/s00268-018-4553-6,closed,closed,TRUE
10.1007/s00277-018-3305-x,closed,closed,TRUE
10.1007/s00280-018-3610-z,green,green,TRUE
10.1007/s00292-017-0410-x,closed,closed,TRUE
10.1007/s00292-018-0498-7,closed,closed,TRUE
10.1007/s00330-017-5243-8,closed,closed,TRUE
10.1007/s00330-018-5350-1,closed,closed,TRUE
10.1007/s00345-018-2191-0,closed,closed,TRUE
10.1007/s00345-018-2330-7,closed,closed,TRUE
10.1007/s00347-017-0612-x,closed,closed,TRUE
10.1007/s00347-018-0664-6,closed,closed,TRUE
10.1007/s00391-016-1062-9,closed,closed,TRUE
10.1007/s00391-018-1446-0,closed,closed,TRUE
10.1007/s00392-018-1230-6,closed,closed,TRUE
10.1007/s00393-018-0456-z,closed,closed,TRUE
10.1007/s00395-017-0660-z,closed,closed,TRUE
10.1007/s00398-018-0250-x,closed,closed,TRUE
10.1007/s00401-018-1857-4,closed,closed,TRUE
10.1007/s00402-018-2980-3,closed,closed,TRUE
10.1007/s00404-018-4897-z,hybrid,hybrid,TRUE
10.1007/s00415-018-8954-0,green,green,TRUE
10.1007/s00417-018-3965-1,closed,closed,TRUE
10.1007/s00417-018-4082-x,closed,closed,TRUE
10.1007/s00420-018-1309-4,closed,closed,TRUE
10.1007/s00423-018-1665-2,closed,closed,TRUE
10.1007/s00424-018-2108-1,green,green,TRUE
10.1007/s00428-017-2273-1,closed,closed,TRUE
10.1007/s00429-018-1656-7,hybrid,hybrid,TRUE
10.1007/s00429-018-1680-7,green,green,TRUE
10.1007/s00431-018-3166-2,hybrid,hybrid,TRUE
10.1007/s00432-018-2633-5,closed,closed,TRUE
10.1007/s00432-018-2754-x,closed,closed,TRUE
10.1007/s00439-018-1929-5,green,green,TRUE
10.1007/s00467-017-3794-1,closed,closed,TRUE
10.1007/s00467-017-3811-4,closed,closed,TRUE
10.1007/s00467-018-3895-5,closed,closed,TRUE
10.1007/s00482-018-0281-y,closed,closed,TRUE
10.1007/s00482-018-0304-8,closed,closed,TRUE
10.1007/s00608-018-0565-6,closed,closed,TRUE
10.1007/s00701-018-3549-1,closed,closed,TRUE
10.1007/s00705-018-3764-3,closed,closed,TRUE
10.1007/s00761-017-0324-5,closed,closed,TRUE
10.1007/s00761-018-0414-z,closed,closed,TRUE
10.1007/s00761-018-0483-z,closed,closed,TRUE
10.1007/s00761-018-0485-x,closed,closed,TRUE
10.1007/s10047-018-1030-9,closed,closed,TRUE
10.1007/s10405-018-0176-8,closed,closed,TRUE
10.1007/s10405-018-0203-9,closed,closed,TRUE
10.1007/s10549-018-4882-z,closed,closed,TRUE
10.1007/s10554-018-1395-0,closed,closed,TRUE
10.1007/s10571-017-0494-0,closed,closed,TRUE
10.1007/s10637-017-0530-4,closed,closed,TRUE
10.1007/s11307-017-1103-9,closed,closed,TRUE
10.1007/s11560-018-0237-3,closed,closed,TRUE
10.1007/s11560-018-0246-2,closed,closed,TRUE
10.1007/s11757-018-0471-6,closed,closed,TRUE
10.1007/s11818-018-0179-z,hybrid,hybrid,TRUE
10.1007/s12020-018-1571-y,closed,closed,TRUE
10.1007/s12311-018-0937-2,closed,closed,TRUE
10.1007/s12471-018-1137-x,hybrid,hybrid,TRUE
10.1007/s13238-018-0507-x,gold,gold,TRUE
10.1007/s40266-018-0572-0,closed,closed,TRUE
10.1016/j.acra.2017.08.011,closed,closed,TRUE
10.1016/j.ajhg.2018.01.014,green,bronze,FALSE
10.1016/j.amjmed.2018.03.024,green,green,TRUE
10.1016/j.antiviral.2017.10.022,hybrid,hybrid,TRUE
10.1016/j.antiviral.2017.11.012,closed,closed,TRUE
10.1016/j.antiviral.2018.02.003,green,green,TRUE
10.1016/j.antiviral.2018.09.013,closed,closed,TRUE
10.1016/j.bbagen.2017.10.005,green,green,TRUE
10.1016/j.bbi.2018.02.006,hybrid,hybrid,TRUE
10.1016/j.bbmt.2017.12.776,hybrid,hybrid,TRUE
10.1016/j.bbmt.2018.02.006,hybrid,hybrid,TRUE
10.1016/j.bja.2018.02.025,bronze,bronze,TRUE
10.1016/j.bone.2018.03.010,hybrid,hybrid,TRUE
10.1016/j.brainres.2018.03.031,closed,closed,TRUE
10.1016/j.canlet.2018.09.002,closed,closed,TRUE
10.1016/j.cell.2018.09.006,green,bronze,FALSE
10.1016/j.celrep.2018.01.021,gold,gold,TRUE
10.1016/j.celrep.2018.01.081,gold,gold,TRUE
10.1016/j.cllc.2018.03.009,hybrid,hybrid,TRUE
10.1016/j.cllc.2018.08.016,closed,closed,TRUE
10.1016/j.clnu.2017.11.001,hybrid,hybrid,TRUE
10.1016/j.ctim.2018.01.002,closed,closed,TRUE
10.1016/j.ctim.2018.09.025,closed,closed,TRUE
10.1016/j.dld.2017.09.138,bronze,bronze,TRUE
10.1016/j.drugpo.2018.06.011,closed,closed,TRUE
10.1016/j.ecoenv.2018.02.027,closed,closed,TRUE
10.1016/j.ejca.2018.01.075,closed,closed,TRUE
10.1016/j.ejca.2018.02.003,green,green,TRUE
10.1016/j.ejca.2018.02.008,closed,closed,TRUE
10.1016/j.ejca.2018.03.018,closed,closed,TRUE
10.1016/j.ejca.2018.05.007,hybrid,hybrid,TRUE
10.1016/j.ejca.2018.06.034,hybrid,hybrid,TRUE
10.1016/j.ejca.2018.09.010,hybrid,hybrid,TRUE
10.1016/j.ejmech.2018.09.072,green,green,TRUE
10.1016/j.ejrad.2018.04.011,closed,closed,TRUE
10.1016/j.euroneuro.2018.08.004,hybrid,hybrid,TRUE
10.1016/j.exer.2018.07.030,closed,closed,TRUE
10.1016/j.healun.2017.07.001,green,green,TRUE
10.1016/j.humimm.2018.02.012,closed,closed,TRUE
10.1016/j.humimm.2018.07.233,closed,closed,TRUE
10.1016/j.humov.2017.09.010,closed,closed,TRUE
10.1016/j.ijcard.2017.11.119,closed,closed,TRUE
10.1016/j.ijid.2018.03.010,gold,gold,TRUE
10.1016/j.ijscr.2018.08.015,gold,gold,TRUE
10.1016/j.jad.2017.11.068,green,green,TRUE
10.1016/j.jcin.2018.03.001,bronze,bronze,TRUE
10.1016/j.jcms.2017.10.016,closed,closed,TRUE
10.1016/j.jcv.2018.04.014,closed,closed,TRUE
10.1016/j.jcv.2018.06.009,closed,closed,TRUE
10.1016/j.jhin.2018.07.030,closed,closed,TRUE
10.1016/j.jim.2018.07.010,green,green,TRUE
10.1016/j.jocn.2018.04.035,closed,closed,TRUE
10.1016/j.jocn.2018.04.056,closed,closed,TRUE
10.1016/j.jpain.2017.09.005,bronze,bronze,TRUE
10.1016/j.jpeds.2018.03.052,green,bronze,FALSE
10.1016/j.jss.2018.07.017,bronze,bronze,TRUE
10.1016/j.jtcvs.2017.10.071,green,bronze,FALSE
10.1016/j.juro.2017.10.033,closed,closed,TRUE
10.1016/j.lungcan.2018.11.004,closed,closed,TRUE
10.1016/j.mimet.2018.03.007,closed,closed,TRUE
10.1016/j.mito.2017.07.005,closed,closed,TRUE
10.1016/j.molcel.2018.07.038,hybrid,hybrid,TRUE
10.1016/j.molcel.2018.09.020,bronze,bronze,TRUE
10.1016/j.molimm.2018.06.002,hybrid,hybrid,TRUE
10.1016/j.neulet.2017.10.023,closed,closed,TRUE
10.1016/j.neurad.2018.02.011,closed,closed,TRUE
10.1016/j.neuro.2018.06.013,closed,closed,TRUE
10.1016/j.neuroimage.2017.03.035,closed,closed,TRUE
10.1016/j.neuroimage.2018.06.007,closed,closed,TRUE
10.1016/j.neuron.2018.09.010,bronze,bronze,TRUE
10.1016/j.nicl.2017.04.008,gold,gold,TRUE
10.1016/j.nicl.2017.12.007,gold,gold,TRUE
10.1016/j.nicl.2018.01.018,gold,gold,TRUE
10.1016/j.nutres.2018.01.002,closed,closed,TRUE
10.1016/j.preghy.2018.04.010,closed,closed,TRUE
10.1016/j.psychres.2018.03.081,closed,closed,TRUE
10.1016/j.psyneuen.2018.08.009,closed,closed,TRUE
10.1016/j.radonc.2018.04.016,closed,closed,TRUE
10.1016/j.remn.2017.06.004,closed,closed,TRUE
10.1016/j.rmed.2018.05.009,bronze,bronze,TRUE
10.1016/j.scr.2018.08.015,gold,gold,TRUE
10.1016/j.sleep.2017.07.026,hybrid,hybrid,TRUE
10.1016/j.stemcr.2018.03.021,gold,gold,TRUE
10.1016/j.surg.2018.07.021,closed,closed,TRUE
10.1016/j.urolonc.2018.03.010,closed,closed,TRUE
10.1016/j.wneu.2017.11.097,hybrid,hybrid,TRUE
10.1016/j.wneu.2018.06.245,closed,closed,TRUE
10.1016/j.wneu.2018.07.158,closed,closed,TRUE
10.1016/j.zemedi.2017.05.003,closed,closed,TRUE
10.1016/s0140-6736(18)30802-x,green,green,TRUE
10.1016/s1470-2045(18)30106-2,closed,closed,TRUE
10.1016/s1470-2045(18)30242-0,hybrid,hybrid,TRUE
10.1016/s1470-2045(18)30456-x,closed,closed,TRUE
10.1016/s1470-2045(18)30596-5,closed,closed,TRUE
10.1016/s1470-2045(18)30700-9,closed,closed,TRUE
10.1016/s2352-3026(18)30022-x,closed,closed,TRUE
10.1016/s2468-1253(18)30271-1,closed,closed,TRUE
10.1021/acschembio.8b00101,closed,closed,TRUE
10.1037/abn0000381,closed,closed,TRUE
10.1038/gim.2017.159,hybrid,hybrid,TRUE
10.1038/labinvest.2017.103,bronze,bronze,TRUE
10.1038/modpathol.2017.171,bronze,bronze,TRUE
10.1038/nature25480,hybrid,hybrid,TRUE
10.1038/nm.4484,green,green,TRUE
10.1038/s41375-018-0268-9,hybrid,hybrid,TRUE
10.1038/s41385-018-0017-4,bronze,bronze,TRUE
10.1038/s41408-017-0036-5,gold,gold,TRUE
10.1038/s41408-018-0162-8,gold,gold,TRUE
10.1038/s41409-017-0063-7,bronze,bronze,TRUE
10.1038/s41409-018-0102-z,hybrid,hybrid,TRUE
10.1038/s41467-018-03618-w,gold,gold,TRUE
10.1038/s41467-018-04685-9,gold,gold,TRUE
10.1038/s41467-018-04796-3,gold,gold,TRUE
10.1038/s41467-018-04832-2,gold,gold,TRUE
10.1038/s41556-018-0130-3,green,green,TRUE
10.1038/s41586-018-0436-0,green,green,TRUE
10.1038/s41588-018-0200-2,green,green,TRUE
10.1038/s41589-018-0164-7,closed,closed,TRUE
10.1038/s41593-018-0275-1,green,green,TRUE
10.1038/s41598-017-18981-9,gold,gold,TRUE
10.1038/s41598-018-21372-3,gold,gold,TRUE
10.1038/s41598-018-32159-x,gold,gold,TRUE
10.1038/s41598-018-32248-x,gold,gold,TRUE
10.1038/s41598-018-33233-0,gold,gold,TRUE
10.1038/s41598-018-35058-3,gold,gold,TRUE
10.1038/s41598-018-35882-7,gold,gold,TRUE
10.1039/c8mo00115d,green,green,TRUE
10.1055/a-0595-3297,closed,closed,TRUE
10.1055/a-0611-6109,closed,closed,TRUE
10.1055/a-0646-4522,hybrid,hybrid,TRUE
10.1055/a-0646-4630,hybrid,hybrid,TRUE
10.1055/a-0649-0274,closed,closed,TRUE
10.1055/a-0651-8174,bronze,bronze,TRUE
10.1055/a-0713-1218,hybrid,hybrid,TRUE
10.1055/a-0715-2964,hybrid,hybrid,TRUE
10.1055/s-0037-1602257,closed,closed,TRUE
10.1055/s-0037-1603636,closed,closed,TRUE
10.1055/s-0037-1603935,closed,closed,TRUE
10.1055/s-0038-1636560,bronze,bronze,TRUE
10.1055/s-0042-104584,closed,closed,TRUE
10.1055/s-0042-108649,closed,closed,TRUE
10.1055/s-0042-116320,closed,closed,TRUE
10.1055/s-0042-123830,closed,closed,TRUE
10.1055/s-0043-100010,closed,closed,TRUE
10.1055/s-0043-119692,closed,closed,TRUE
10.1055/s-0043-122392,closed,closed,TRUE
10.1055/s-0043-123035,green,bronze,FALSE
10.1055/s-0044-100919,hybrid,hybrid,TRUE
10.1055/s-0044-101033,closed,closed,TRUE
10.1055/s-0044-101464,closed,closed,TRUE
10.1055/s-0044-101953,closed,closed,TRUE
10.1056/nejmoa1802357,green,bronze,FALSE
10.1074/jbc.ra118.002248,hybrid,hybrid,TRUE
10.1074/jbc.ra118.003154,hybrid,hybrid,TRUE
10.1074/mcp.ra117.000471,green,bronze,FALSE
10.1080/00207454.2017.1412967,closed,closed,TRUE
10.1080/00365513.2017.1422539,bronze,bronze,TRUE
10.1080/02791072.2018.1482031,closed,closed,TRUE
10.1080/08880018.2018.1435758,closed,closed,TRUE
10.1080/10428194.2017.1361022,hybrid,hybrid,TRUE
10.1080/10826084.2017.1334065,closed,closed,TRUE
10.1080/15548627.2017.1389356,green,bronze,FALSE
10.1080/15592294.2018.1514233,green,bronze,FALSE
10.1080/15622975.2016.1190033,closed,closed,TRUE
10.1080/20013078.2018.1435138,gold,gold,TRUE
10.1080/20013078.2018.1535750,gold,gold,TRUE
10.1080/2162402x.2017.1376153,green,gold,FALSE
10.1084/jem.20172049,hybrid,hybrid,TRUE
10.1084/jem.20181468,hybrid,hybrid,TRUE
10.1088/1361-6560/aa990b,closed,closed,TRUE
10.1089/ars.2017.6994,bronze,bronze,TRUE
10.1089/tmj.2017.0046,closed,closed,TRUE
10.1093/annonc/mdy310,green,hybrid,FALSE
10.1093/brain/awy263,green,bronze,FALSE
10.1093/carcin/bgy018,bronze,bronze,TRUE
10.1093/ejcts/ezx292,green,green,TRUE
10.1093/ijnp/pyy017,gold,gold,TRUE
10.1093/infdis/jiy386,green,bronze,FALSE
10.1093/jmcb/mjx025,bronze,bronze,TRUE
10.1093/jnci/djx271,bronze,bronze,TRUE
10.1093/mmy/myx015,hybrid,hybrid,TRUE
10.1093/ndt/gfy012,bronze,bronze,TRUE
10.1093/neuonc/noy077,hybrid,hybrid,TRUE
10.1093/ons/opy009,closed,closed,TRUE
10.1097/qad.0000000000001674,green,green,TRUE
10.1097/txd.0000000000000843,gold,gold,TRUE
10.1097/yic.0000000000000205,closed,closed,TRUE
10.1111/1755-0998.12940,closed,closed,TRUE
10.1111/ajt.14491,bronze,bronze,TRUE
10.1111/apt.14400,bronze,bronze,TRUE
10.1111/bjd.15839,closed,closed,TRUE
10.1111/bjd.17128,closed,closed,TRUE
10.1111/bpa.12493,bronze,bronze,TRUE
10.1111/bpa.12599,bronze,bronze,TRUE
10.1111/cei.13075,green,bronze,FALSE
10.1111/crj.12585,green,green,TRUE
10.1111/ddg.13441,closed,closed,TRUE
10.1111/ejh.13059,closed,closed,TRUE
10.1111/ene.13524,closed,closed,TRUE
10.1111/iwj.12860,closed,closed,TRUE
10.1111/joim.12695,bronze,bronze,TRUE
10.1111/jth.13997,bronze,bronze,TRUE
10.1111/jvh.12947,closed,closed,TRUE
10.1111/liv.13869,closed,closed,TRUE
